Stock,Institution Name,Client Name,Exchange,Deal type,Action,Date,Avg Price,Quantity,Percentage Traded
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD ASIA EX JAPAN SHARES INDEX FUND,BSE,Block,Purchase,20 Jun 2023,1873,274,0.00%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD FUNDS PLC / VANGUARD ESG GLOBAL ALL CAP UCITS ETF,BSE,Block,Purchase,20 Jun 2023,1873,96,0.00%
Piramal Pharma Ltd.,Vanguard Fund,THE VANGUARD GROUP INC AC VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,16 Jun 2023,94.71,"6,202,912",0.47%
Jaiprakash Power Ventures Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,17 Mar 2023,6.08,"36,658,683",0.53%
Reliance Infrastructure Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,17 Mar 2023,148.7,"2,012,088",0.51%
Equitas Small Finance Bank Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,17 Mar 2023,68.01,"5,719,437",0.50%
Delhivery Ltd.,Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,NSE,Bulk,Purchase,17 Mar 2023,323.07,"4,798,412",0.65%
Delhivery Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,17 Mar 2023,323.07,"4,762,115",0.65%
Delhivery Ltd.,Vanguard Fund,VANGUARD EMERGING MARKETS SELECT STOCK FUND,BSE,Block,Purchase,01 Mar 2023,340.8,"93,845",0.01%
Delhivery Ltd.,Vanguard Fund,VANGUARD INVESTMENTS FUNDS ICVC - VANGUARD GLOBAL EMERGING MARKETS FUND,BSE,Block,Purchase,01 Mar 2023,340.8,"60,521",0.01%
Deepak Fertilisers & Petrochemicals Corporation Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,16 Sep 2022,890.23,"688,921",0.55%
Elgi Equipments Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,16 Sep 2022,489.2,"2,809,639",0.89%
Elgi Equipments Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),NSE,Bulk,Purchase,16 Sep 2022,489.2,"2,729,411",0.86%
GHCL Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),NSE,Bulk,Purchase,16 Sep 2022,671.12,"577,494",0.60%
GHCL Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,16 Sep 2022,671.12,"561,350",0.59%
Birla Corporation Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,1099.9,"534,917",0.69%
Century Plyboards (India) Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,677.49,"1,491,869",0.67%
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,754.47,"2,998,241",2.04%
Grindwell Norton Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,1838.08,"1,073,772",0.97%
KNR Constructions Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,284.02,"2,285,706",0.81%
"Mastek Ltd.
 Board Meeting 52 week high High Gain High Volume",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,3069.69,"326,410",1.06%
"NIIT Ltd.
 High Gain High Volume",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,473.77,"1,559,423",1.15%
"Saregama India Ltd.
 Dividend",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,4392.12,"147,376",0.08%
Sundaram Finance Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Sell,17 Mar 2022,1845.35,"2,278,300",2.05%
VIP Industries Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,633.21,"1,276,892",0.90%
Vardhman Textiles Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,2643.51,"462,192",0.16%
"YES Bank Ltd.
 Bulk Deal",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,12.99,"369,873,766",1.29%
BSE Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,2852.42,"801,385",0.59%
Route Mobile Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,1556.7,"506,137",0.81%
"Computer Age Management Services Ltd.
 Insider Trades",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,2375.46,"480,902",0.98%
Angel One Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,1607.83,"1,548,032",1.84%
UTI Asset Management Company Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,926.99,"2,513,225",1.98%
Krishna Institute of Medical Sciences Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,1317.44,"430,461",0.54%
Nuvoco Vistas Corporation Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,377.81,"1,813,317",0.51%
Chemplast Sanmar Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Mar 2022,591.23,"1,661,293",1.05%
KEI Industries Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),NSE,Bulk,Purchase,17 Sep 2021,847.56,"504,762",0.56%
KEI Industries Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Sep 2021,847.56,"482,009",0.53%
Praj Industries Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),NSE,Bulk,Purchase,17 Sep 2021,341.71,"924,961",0.50%
"Aster DM Healthcare Ltd.
 10-year high",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),NSE,Bulk,Purchase,17 Sep 2021,216.42,"2,659,223",0.53%
"KPIT Technologies Ltd.
 Insider Trades",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,17 Sep 2021,319.77,"2,401,366",0.88%
"KPIT Technologies Ltd.
 Insider Trades",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),NSE,Bulk,Purchase,17 Sep 2021,319.77,"2,181,929",0.80%
"Computer Age Management Services Ltd.
 Insider Trades",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VANGUARD INTERNAT,NSE,Bulk,Purchase,18 Jun 2021,2781.82,"348,311",0.71%
"SBI Life Insurance Company Ltd.
 10-year high",Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,BSE,Block,Purchase,07 May 2021,960,"227,181",0.02%
"SBI Life Insurance Company Ltd.
 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Purchase,07 May 2021,960,"72,819",0.01%
Brigade Enterprises Ltd.,Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,NSE,Bulk,Purchase,12 Apr 2021,257.33,"1,672,090",0.72%
EPL Ltd.,Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,NSE,Bulk,Purchase,01 Apr 2021,240,"1,643,796",0.52%
Eris Lifesciences Ltd.,Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,NSE,Bulk,Purchase,31 Mar 2021,605,"705,237",0.52%
Zensar Technologies Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,24 Mar 2021,292,"1,777,036",0.78%
"Intellect Design Arena Ltd.
 Insider Trades",Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,NSE,Bulk,Purchase,23 Mar 2021,670,"720,000",0.53%
Akzo Nobel India Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,2200.49,"229,855",0.50%
Alok Industries Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,19.91,"25,215,483",0.51%
Brigade Enterprises Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,250.03,"1,830,446",0.79%
CG Power and Industrial Solutions Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,58.9,"11,186,212",0.73%
Cyient Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,660.13,"1,536,306",1.39%
EPL Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,211.15,"2,936,779",0.92%
Firstsource Solutions Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,111.49,"5,870,451",0.84%
Honeywell Automation India Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,43009.54,"70,589",0.80%
IIFL Finance Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,301.83,"6,208,217",1.63%
"Lakshmi Machine Works Ltd.
 High Gain High Volume",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,6966.9,"101,831",0.95%
Ratnamani Metals & Tubes Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,1889.83,"334,361",0.48%
Sonata Software Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,471.01,"1,324,744",0.47%
Tanla Platforms Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,881.96,"1,112,115",0.83%
Tata Chemicals Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,746.1,"5,321,023",2.09%
Vaibhav Global Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,3922.13,"242,499",0.15%
Zensar Technologies Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,295.31,"2,137,468",0.94%
Zydus Wellness Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,1862.8,"393,492",0.62%
"Intellect Design Arena Ltd.
 Insider Trades",Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,669.28,"1,528,201",1.12%
Narayana Hrudayalaya Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,385.42,"1,470,158",0.72%
Westlife Foodworld Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,470.77,"1,676,852",1.08%
Central Depository Services (India) Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,608.57,"1,047,918",1.00%
Eris Lifesciences Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,578.27,"994,897",0.73%
Indian Energy Exchange Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,370.75,"3,093,250",0.35%
CreditAccess Grameen Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,688.32,"1,568,275",0.98%
IndiaMART InterMESH Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,8140.57,"184,193",0.31%
Affle (India) Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,Purchase,19 Mar 2021,5351.46,"139,019",0.10%
"Adani Ports & Special Economic Zone Ltd.
 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,725.4,"247,279",0.01%
Asian Paints Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,2386.75,"112,569",0.01%
Axis Bank Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,746.2,"701,941",0.02%
Bajaj Finance Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,5489.55,"64,820",0.01%
Bharti Airtel Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,543.2,"525,007",0.01%
Dr. Reddy's Laboratories Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,4483.75,"29,859",0.02%
Grasim Industries Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,1307.2,"116,085",0.02%
"HCL Technologies Ltd.
 Insider Trades",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,958.3,"334,801",0.01%
Housing Development Finance Corporation Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,2630.15,"543,010",0.03%
Hindustan Unilever Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,2181.05,"277,287",0.01%
ICICI Bank Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,625.55,"485,422",0.01%
Infosys Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,1339.6,"1,127,159",0.03%
ITC Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,208.7,"886,560",0.01%
"Larsen & Toubro Ltd.
 Insider Trades",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,1482.7,"158,218",0.01%
"Mahindra & Mahindra Ltd.
 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,843.7,"226,129",0.02%
"Maruti Suzuki India Ltd.
 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,7068.1,"38,156",0.01%
Nestle India Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,16645.35,"8,827",0.00%
Power Grid Corporation of India Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,226.1,"686,410",0.01%
Reliance Industries Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,2190,"978,092",0.01%
"State Bank of India
 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,401,"583,703",0.01%
Sun Pharmaceutical Industries Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,620.3,"356,363",0.01%
Tata Motors Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,345.05,"518,902",0.02%
Tata Consultancy Services Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,3043,"304,955",0.01%
Tech Mahindra Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,969.2,"154,532",0.02%
Titan Company Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,1463.65,"105,393",0.01%
UltraTech Cement Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,6452.65,"37,524",0.01%
"Wipro Ltd.
 52 week high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,431.55,"396,909",0.01%
Avenue Supermarts Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,3150,"48,820",0.01%
HDFC Life Insurance Company Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,724.45,"190,952",0.01%
Adani Green Energy Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,04 Mar 2021,1166.1,"128,561",0.01%
"Adani Ports & Special Economic Zone Ltd.
 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,666.35,"271,192",0.01%
"Apollo Hospitals Enterprise Ltd.
 Dividend",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,3063.95,"34,093",0.02%
Asian Paints Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,2359.7,"129,918",0.01%
Axis Bank Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,751.55,"810,491",0.03%
"Bajaj Auto Ltd.
 Share Buyback 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,3936.05,"28,405",0.01%
Bajaj Finserv Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,10223.9,"13,574",0.00%
Bajaj Finance Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,5573.45,"73,341",0.01%
Bharti Airtel Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,573.7,"618,156",0.01%
"Bharat Petroleum Corporation Ltd.
 Pilot Project 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,439.5,"363,796",0.02%
Britannia Industries Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,3411.85,"31,593",0.01%
Cipla Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,790.05,"143,314",0.02%
"Divi's Laboratories Ltd.
 Insider Trades",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,3486.65,"36,016",0.01%
Dr. Reddy's Laboratories Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,4435.8,"35,447",0.02%
Eicher Motors Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,2542.85,"48,286",0.02%
Grasim Industries Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,1252.05,"126,748",0.02%
"HCL Technologies Ltd.
 Insider Trades",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,916.65,"385,248",0.01%
Housing Development Finance Corporation Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,2706.65,"617,598",0.03%
"Hero MotoCorp Ltd.
 Dividend Dividend",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,3446.75,"40,781",0.02%
Hindalco Industries Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,334.75,"407,959",0.02%
Hindustan Unilever Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,2182.2,"314,627",0.01%
ICICI Bank Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,637.65,"553,202",0.01%
Infosys Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,1276.8,"1,280,101",0.03%
ITC Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,209.3,"1,033,931",0.01%
JSW Steel Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,410.25,"356,135",0.01%
"Larsen & Toubro Ltd.
 Insider Trades",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,1530.05,"182,937",0.01%
"Mahindra & Mahindra Ltd.
 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,851.8,"267,906",0.02%
"Maruti Suzuki India Ltd.
 10-year high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Sell,25 Feb 2021,6964.65,"45,242",0.01%
