Date,Stock,Action,Institution Name,Client Name,Exchange,Deal type,Avg Price,Quantity,Percentage Traded,shortname,30Days,90Days,1Year,30_days_growth,90_days_growth,1_year_growth,context
11-12-2023,Delta Corp Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND-HDFC MULTI CAP FUND,NSE,Bulk,135.95,3000000,0.0112,DELTACORP.NS,10-01-2024,10-03-2024,10-12-2024,10.04,5.77,5.77,"HDFC Group purchased 3000000 shares of Delta Corp Ltd. in their HDFC MUTUAL FUND-HDFC MULTI CAP FUND fund on NSE for the price of 135.95 . This was a Bulk deal and after this purchase, the stock showed 10.04% growth in 1 month, 5.77% growth in 3 months and 5.77% growth in 1 year."
11-12-2023,Jagran Prakashan Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND-HDFC MULTI CAP FUND,NSE,Bulk,95.55,3200000,0.0147,JAGRAN.NS,10-01-2024,10-03-2024,10-12-2024,11.34,18.85,18.85,"HDFC Group purchased 3200000 shares of Jagran Prakashan Ltd. in their HDFC MUTUAL FUND-HDFC MULTI CAP FUND fund on NSE for the price of 95.55 . This was a Bulk deal and after this purchase, the stock showed 11.34% growth in 1 month, 18.85% growth in 3 months and 18.85% growth in 1 year."
11-12-2023,Swan Energy Ltd.,Purchase,SBI Group,SBI LIFE INSURANCE COMPANY LIMITED,NSE,Block,461,1000000,0.0038,SWANENERGY.NS,10-01-2024,10-03-2024,10-12-2024,15.43,55.49,55.49,"SBI Group purchased 1000000 shares of Swan Energy Ltd. in their SBI LIFE INSURANCE COMPANY LIMITED fund on NSE for the price of 461.0 . This was a Block deal and after this purchase, the stock showed 15.43% growth in 1 month, 55.49% growth in 3 months and 55.49% growth in 1 year."
12-12-2023,Karur Vysya Bank Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,162,12000000,0.0149,KARURVYSYA.NS,11-01-2024,11-03-2024,11-12-2024,0.09,11.43,11.43,"SBI Group purchased 12000000 shares of Karur Vysya Bank Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 162.0 . This was a Bulk deal and after this purchase, the stock showed 0.09% growth in 1 month, 11.43% growth in 3 months and 11.43% growth in 1 year."
12-12-2023,Mankind Pharma Ltd.,Purchase,Kotak Group,KOTAK FUNDSINDIA MIDCAP FUND,BSE,Bulk,1832.3,2029246,0.0051,MANKIND.NS,11-01-2024,11-03-2024,11-12-2024,15.69,19.66,19.66,"Kotak Group purchased 2029246 shares of Mankind Pharma Ltd. in their KOTAK FUNDSINDIA MIDCAP FUND fund on BSE for the price of 1832.3 . This was a Bulk deal and after this purchase, the stock showed 15.69% growth in 1 month, 19.66% growth in 3 months and 19.66% growth in 1 year."
13-12-2023,Axis Bank Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Block,1119.7,715000,0.0002,AXISBANK.NS,12-01-2024,12-03-2024,12-12-2024,0.98,-4.35,-4.34,"ICICI Group purchased 715000 shares of Axis Bank Ltd. in their ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD fund on NSE for the price of 1119.7 . This was a Block deal and after this purchase, the stock showed 0.98% growth in 1 month, -4.35% growth in 3 months and -4.34% growth in 1 year."
14-12-2023,Fusion Micro Finance Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,555.6,1800000,0.0178,FUSION.NS,13-01-2024,13-03-2024,13-12-2024,7.72,-6.47,-6.47,"Franklin India Group purchased 1800000 shares of Fusion Micro Finance Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND fund on BSE for the price of 555.6 . This was a Bulk deal and after this purchase, the stock showed 7.72% growth in 1 month, -6.47% growth in 3 months and -6.47% growth in 1 year."
14-12-2023,Fusion Micro Finance Ltd.,Purchase,HDFC Group,"HDFC STANDARD LIFE INSURANCE CO LTD, HDFC MUTUAL FUND",BSE,Block,555.6,6646344,0.0658,FUSION.NS,13-01-2024,13-03-2024,13-12-2024,7.72,-6.47,-6.47,"HDFC Group purchased 6646344 shares of Fusion Micro Finance Ltd. in their HDFC STANDARD LIFE INSURANCE CO LTD, HDFC MUTUAL FUND fund on BSE for the price of 555.6 . This was a Block deal and after this purchase, the stock showed 7.72% growth in 1 month, -6.47% growth in 3 months and -6.47% growth in 1 year."
14-12-2023,Fusion Micro Finance Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,555.6,500000,0.0049,FUSION.NS,13-01-2024,13-03-2024,13-12-2024,7.72,-6.47,-6.47,"ICICI Group purchased 500000 shares of Fusion Micro Finance Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on BSE for the price of 555.6 . This was a Block deal and after this purchase, the stock showed 7.72% growth in 1 month, -6.47% growth in 3 months and -6.47% growth in 1 year."
14-12-2023,Fusion Micro Finance Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,555.6,1424000,0.014,FUSION.NS,13-01-2024,13-03-2024,13-12-2024,7.72,-6.47,-6.47,"Kotak Group purchased 1424000 shares of Fusion Micro Finance Ltd. in their KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED fund on BSE for the price of 555.6 . This was a Bulk deal and after this purchase, the stock showed 7.72% growth in 1 month, -6.47% growth in 3 months and -6.47% growth in 1 year."
15-12-2023,KFIN Technologies Ltd.,Purchase,ICICI Group,"ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED, ICICI PRUDENTIAL MUTUAL FUND",NSE,Bulk,500,2277842,0.0134,KFINTECH.NS,14-01-2024,14-03-2024,14-12-2024,2.89,26.13,26.13,"ICICI Group purchased 2277842 shares of KFIN Technologies Ltd. in their ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED, ICICI PRUDENTIAL MUTUAL FUND fund on NSE for the price of 500.0 . This was a Bulk deal and after this purchase, the stock showed 2.89% growth in 1 month, 26.13% growth in 3 months and 26.13% growth in 1 year."
15-12-2023,PB Fintech Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Block,800.05,1150000,0.0025,POLICYBZR.NS,14-01-2024,14-03-2024,14-12-2024,7.94,24.53,24.53,"HDFC Group purchased 1150000 shares of PB Fintech Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 800.05 . This was a Block deal and after this purchase, the stock showed 7.94% growth in 1 month, 24.53% growth in 3 months and 24.53% growth in 1 year."
15-12-2023,PB Fintech Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,800.05,370000,0.0008,POLICYBZR.NS,14-01-2024,14-03-2024,14-12-2024,7.94,24.53,24.53,"ICICI Group purchased 370000 shares of PB Fintech Ltd. in their ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED fund on BSE for the price of 800.05 . This was a Block deal and after this purchase, the stock showed 7.94% growth in 1 month, 24.53% growth in 3 months and 24.53% growth in 1 year."
15-12-2023,PVR INOX Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Block,1753,57225,0.0006,PVRINOX.NS,14-01-2024,14-03-2024,14-12-2024,-14.05,-21.84,-21.84,"HDFC Group purchased 57225 shares of PVR INOX Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 1753.0 . This was a Block deal and after this purchase, the stock showed -14.05% growth in 1 month, -21.84% growth in 3 months and -21.84% growth in 1 year."
15-12-2023,PVR INOX Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE (IPLCIL-U),NSE,Block,1753,114112,0.0012,PVRINOX.NS,14-01-2024,14-03-2024,14-12-2024,-14.05,-21.84,-21.84,"ICICI Group purchased 114112 shares of PVR INOX Ltd. in their ICICI PRUDENTIAL LIFE INSURANCE (IPLCIL-U) fund on NSE for the price of 1753.0 . This was a Block deal and after this purchase, the stock showed -14.05% growth in 1 month, -21.84% growth in 3 months and -21.84% growth in 1 year."
15-12-2023,PVR INOX Ltd.,Purchase,Kotak Group,"KOTAK MAHINDRA MUTUAL FUND, ALPS/KOTAK INDIA GROWTH FUND, KOTAK FUNDS-INDIA ESG FUND",NSE,Block,1753,598995,0.0062,PVRINOX.NS,14-01-2024,14-03-2024,14-12-2024,-14.05,-21.84,-21.84,"Kotak Group purchased 598995 shares of PVR INOX Ltd. in their KOTAK MAHINDRA MUTUAL FUND, ALPS/KOTAK INDIA GROWTH FUND, KOTAK FUNDS-INDIA ESG FUND fund on NSE for the price of 1753.0 . This was a Block deal and after this purchase, the stock showed -14.05% growth in 1 month, -21.84% growth in 3 months and -21.84% growth in 1 year."
18-12-2023,Pricol Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Block,347,2881844,0.0236,PRICOLLTD.NS,17-01-2024,17-03-2024,17-12-2024,7.29,21.97,21.97,"Franklin India Group purchased 2881844 shares of Pricol Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND fund on NSE for the price of 347.0 . This was a Block deal and after this purchase, the stock showed 7.29% growth in 1 month, 21.97% growth in 3 months and 21.97% growth in 1 year."
18-12-2023,Sapphire Foods India Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,1400,2200000,0.0345,SAPPHIRE.NS,17-01-2024,17-03-2024,17-12-2024,1.4,-3.44,-3.44,"HDFC Group purchased 2200000 shares of Sapphire Foods India Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 1400.0 . This was a Bulk deal and after this purchase, the stock showed 1.4% growth in 1 month, -3.44% growth in 3 months and -3.44% growth in 1 year."
19-12-2023,Apollo Tyres Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,448.35,3000000,0.0047,APOLLOTYRE.NS,18-01-2024,18-03-2024,18-12-2024,3.6,17.51,17.51,"ICICI Group purchased 3000000 shares of Apollo Tyres Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on BSE for the price of 448.35 . This was a Block deal and after this purchase, the stock showed 3.6% growth in 1 month, 17.51% growth in 3 months and 17.51% growth in 1 year."
19-12-2023,Apollo Tyres Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA ASSET MANAGEMENT (SINGAPORE) PTE LTD,BSE,Block,448.35,882000,0.0014,APOLLOTYRE.NS,18-01-2024,18-03-2024,18-12-2024,3.6,17.51,17.51,"Kotak Group purchased 882000 shares of Apollo Tyres Ltd. in their KOTAK MAHINDRA ASSET MANAGEMENT (SINGAPORE) PTE LTD fund on BSE for the price of 448.35 . This was a Block deal and after this purchase, the stock showed 3.6% growth in 1 month, 17.51% growth in 3 months and 17.51% growth in 1 year."
20-12-2023,Astral Ltd.,Purchase,Reliance Group,RELIANCE LIFE INSURANCE CO LTD,NSE,Block,1889.8,105830,0.0004,ASTRAL.NS,19-01-2024,19-03-2024,19-12-2024,-3.95,5.43,5.44,"Reliance Group purchased 105830 shares of Astral Ltd. in their RELIANCE LIFE INSURANCE CO LTD fund on NSE for the price of 1889.8 . This was a Block deal and after this purchase, the stock showed -3.95% growth in 1 month, 5.43% growth in 3 months and 5.44% growth in 1 year."
20-12-2023,Astral Ltd.,Purchase,SBI Group,NATIONAL PENSION SYSTEM (NPS) TRUST SBI,NSE,Block,1889.8,105830,0.0004,ASTRAL.NS,19-01-2024,19-03-2024,19-12-2024,-3.95,5.43,5.44,"SBI Group purchased 105830 shares of Astral Ltd. in their NATIONAL PENSION SYSTEM (NPS) TRUST SBI fund on NSE for the price of 1889.8 . This was a Block deal and after this purchase, the stock showed -3.95% growth in 1 month, 5.43% growth in 3 months and 5.44% growth in 1 year."
20-12-2023,Embassy Office Parks REIT,Purchase,HDFC Group,"HDFC MUTUAL FUND A/C HDFC CREDIT RISK DEBT FUND, HDFC MUTUAL FUND A/C - HDFC PRUDANCE FUND, HDFC MUTUAL FUND A/C HTCL - HDFC Flexi Cap Fund",BSE,Bulk,316,20619325,0.0217,EMBASSY.BO,19-01-2024,19-03-2024,19-12-2024,5.4,10.72,10.72,"HDFC Group purchased 20619325 shares of Embassy Office Parks REIT in their HDFC MUTUAL FUND A/C HDFC CREDIT RISK DEBT FUND, HDFC MUTUAL FUND A/C - HDFC PRUDANCE FUND, HDFC MUTUAL FUND A/C HTCL - HDFC Flexi Cap Fund fund on BSE for the price of 316.0 . This was a Bulk deal and after this purchase, the stock showed 5.4% growth in 1 month, 10.72% growth in 3 months and 10.72% growth in 1 year."
20-12-2023,Embassy Office Parks REIT,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C - ICICI PRUDENTIAL EQUITY INCOME FUND,BSE,Bulk,316,5466517,0.0058,EMBASSY.BO,19-01-2024,19-03-2024,19-12-2024,5.4,10.72,10.72,"ICICI Group purchased 5466517 shares of Embassy Office Parks REIT in their ICICI PRUDENTIAL MUTUAL FUND A/C - ICICI PRUDENTIAL EQUITY INCOME FUND fund on BSE for the price of 316.0 . This was a Bulk deal and after this purchase, the stock showed 5.4% growth in 1 month, 10.72% growth in 3 months and 10.72% growth in 1 year."
20-12-2023,Embassy Office Parks REIT,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,316,14400000,0.0152,EMBASSY.BO,19-01-2024,19-03-2024,19-12-2024,5.4,10.72,10.72,"SBI Group purchased 14400000 shares of Embassy Office Parks REIT in their SBI MUTUAL FUND fund on BSE for the price of 316.0 . This was a Bulk deal and after this purchase, the stock showed 5.4% growth in 1 month, 10.72% growth in 3 months and 10.72% growth in 1 year."
20-12-2023,Grindwell Norton Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,2160.25,1213384,0.011,GRINDWELL.NS,19-01-2024,19-03-2024,19-12-2024,5.3,1.74,1.74,"SBI Group purchased 1213384 shares of Grindwell Norton Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 2160.25 . This was a Bulk deal and after this purchase, the stock showed 5.3% growth in 1 month, 1.74% growth in 3 months and 1.74% growth in 1 year."
20-12-2023,Nippon Life India Asset Management Ltd.,Purchase,ICICI Group,"ICICI PRUDENTIAL MUTUAL FUND, ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED, ICICI PRUDENTIAL LONG SHORT FUND SERIES I",BSE,Bulk,445.35,11088218,0.0177,NAM-INDIA.NS,19-01-2024,19-03-2024,19-12-2024,11.15,11.81,11.81,"ICICI Group purchased 11088218 shares of Nippon Life India Asset Management Ltd. in their ICICI PRUDENTIAL MUTUAL FUND, ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED, ICICI PRUDENTIAL LONG SHORT FUND SERIES I fund on BSE for the price of 445.35 . This was a Bulk deal and after this purchase, the stock showed 11.15% growth in 1 month, 11.81% growth in 3 months and 11.81% growth in 1 year."
20-12-2023,Nippon Life India Asset Management Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA OLD MUTUAL LIFE INSURANCE LIMITED,BSE,Block,445.35,225000,0.0003,NAM-INDIA.NS,19-01-2024,19-03-2024,19-12-2024,11.15,11.81,11.81,"Kotak Group purchased 225000 shares of Nippon Life India Asset Management Ltd. in their KOTAK MAHINDRA OLD MUTUAL LIFE INSURANCE LIMITED fund on BSE for the price of 445.35 . This was a Block deal and after this purchase, the stock showed 11.15% growth in 1 month, 11.81% growth in 3 months and 11.81% growth in 1 year."
20-12-2023,Nippon Life India Asset Management Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Block,445.35,11050945,0.0176,NAM-INDIA.NS,19-01-2024,19-03-2024,19-12-2024,11.15,11.81,11.81,"SBI Group purchased 11050945 shares of Nippon Life India Asset Management Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 445.35 . This was a Block deal and after this purchase, the stock showed 11.15% growth in 1 month, 11.81% growth in 3 months and 11.81% growth in 1 year."
20-12-2023,Symphony Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND MULTI CAP FUND,NSE,Bulk,880,600000,0.0087,SYMPHONY.NS,19-01-2024,19-03-2024,19-12-2024,5.97,5.7,5.7,"HDFC Group purchased 600000 shares of Symphony Ltd. in their HDFC MUTUAL FUND MULTI CAP FUND fund on NSE for the price of 880.0 . This was a Bulk deal and after this purchase, the stock showed 5.97% growth in 1 month, 5.7% growth in 3 months and 5.7% growth in 1 year."
21-12-2023,Ami Organics Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,1030,500000,0.0136,AMIORG.NS,20-01-2024,20-03-2024,20-12-2024,-0.81,-2.73,-2.73,"ICICI Group purchased 500000 shares of Ami Organics Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on NSE for the price of 1030.0 . This was a Bulk deal and after this purchase, the stock showed -0.81% growth in 1 month, -2.73% growth in 3 months and -2.73% growth in 1 year."
21-12-2023,Onward Technologies Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,620.75,159699,0.0071,ONWARDTEC.NS,20-01-2024,20-03-2024,20-12-2024,-3.2,-12.05,-12.05,"Kotak Group purchased 159699 shares of Onward Technologies Ltd. in their KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED fund on BSE for the price of 620.75 . This was a Bulk deal and after this purchase, the stock showed -3.2% growth in 1 month, -12.05% growth in 3 months and -12.05% growth in 1 year."
22-12-2023,Sansera Engineering Ltd.,Purchase,HDFC Group,HDFC STANDARD LIFE INSURANCE CO LTD,BSE,Bulk,965,825000,0.0154,SANSERA.NS,21-01-2024,21-03-2024,21-12-2024,2.77,5.95,5.95,"HDFC Group purchased 825000 shares of Sansera Engineering Ltd. in their HDFC STANDARD LIFE INSURANCE CO LTD fund on BSE for the price of 965.0 . This was a Bulk deal and after this purchase, the stock showed 2.77% growth in 1 month, 5.95% growth in 3 months and 5.95% growth in 1 year."
28-12-2023,Zydus Wellness Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Block,1632,780000,0.0122,ZYDUSWELL.NS,27-01-2024,27-03-2024,27-12-2024,-2.52,-2.43,-2.43,"SBI Group purchased 780000 shares of Zydus Wellness Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 1632.0 . This was a Block deal and after this purchase, the stock showed -2.52% growth in 1 month, -2.43% growth in 3 months and -2.43% growth in 1 year."
02-01-2024,VST Industries Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,3390,225000,0.0146,VSTIND.NS,01-02-2024,01-04-2024,01-01-2025,-8.85,-9.34,-9.34,"SBI Group purchased 225000 shares of VST Industries Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 3390.0 . This was a Bulk deal and after this purchase, the stock showed -8.85% growth in 1 month, -9.34% growth in 3 months and -9.34% growth in 1 year."
17-01-2024,Pricol Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,343.5,7490000,0.0616,PRICOLLTD.NS,16-02-2024,16-04-2024,16-01-2025,12.37,12.89,12.89,"ICICI Group purchased 7490000 shares of Pricol Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on NSE for the price of 343.5 . This was a Bulk deal and after this purchase, the stock showed 12.37% growth in 1 month, 12.89% growth in 3 months and 12.89% growth in 1 year."
18-01-2024,ADF Foods Ltd.,Purchase,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,BSE,Bulk,192.32,550000,0.005,ADFFOODS.NS,17-02-2024,17-04-2024,17-01-2025,-4.06,-2.92,-2.92,"Reliance Group purchased 550000 shares of ADF Foods Ltd. in their RELIANCE COMMERCIAL FINANCE LIMITED fund on BSE for the price of 192.32 . This was a Bulk deal and after this purchase, the stock showed -4.06% growth in 1 month, -2.92% growth in 3 months and -2.92% growth in 1 year."
29-01-2024,Tips Industries Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,380,6425721,0.05,TIPSINDLTD.NS,28-02-2024,28-04-2024,28-01-2025,14.68,14.68,14.68,"SBI Group purchased 6425721 shares of Tips Industries Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 380.0 . This was a Bulk deal and after this purchase, the stock showed 14.68% growth in 1 month, 14.68% growth in 3 months and 14.68% growth in 1 year."
06-02-2024,BLS E-Services Ltd.,Purchase,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,345,500000,0.0055,BLSE.NS,07-03-2024,06-05-2024,05-02-2025,6.86,6.86,6.86,"Reliance Group purchased 500000 shares of BLS E-Services Ltd. in their RELIANCE COMMERCIAL FINANCE LIMITED fund on NSE for the price of 345.0 . This was a Bulk deal and after this purchase, the stock showed 6.86% growth in 1 month, 6.86% growth in 3 months and 6.86% growth in 1 year."
06-02-2024,Krishna Institute of Medical Sciences Ltd.,Purchase,SBI Group,SBI LIFE INSURANCE COMPANY LTD,BSE,Bulk,2085,1149074,0.0144,KIMS.NS,07-03-2024,06-05-2024,05-02-2025,4.75,4.75,4.75,"SBI Group purchased 1149074 shares of Krishna Institute of Medical Sciences Ltd. in their SBI LIFE INSURANCE COMPANY LTD fund on BSE for the price of 2085.0 . This was a Bulk deal and after this purchase, the stock showed 4.75% growth in 1 month, 4.75% growth in 3 months and 4.75% growth in 1 year."
08-02-2024,Avalon Technologies Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,474,1431000,0.0218,AVALON.NS,09-03-2024,08-05-2024,07-02-2025,5.1,5.1,5.1,"HDFC Group purchased 1431000 shares of Avalon Technologies Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 474.0 . This was a Bulk deal and after this purchase, the stock showed 5.1% growth in 1 month, 5.1% growth in 3 months and 5.1% growth in 1 year."
08-02-2024,Kalyan Jewellers India Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Block,344.2,3063102,0.003,KALYANKJIL.NS,09-03-2024,08-05-2024,07-02-2025,6.49,6.49,6.49,"Franklin India Group purchased 3063102 shares of Kalyan Jewellers India Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND fund on NSE for the price of 344.2 . This was a Block deal and after this purchase, the stock showed 6.49% growth in 1 month, 6.49% growth in 3 months and 6.49% growth in 1 year."
08-02-2024,Mankind Pharma Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,NSE,Block,2107.35,196875,0.0004,MANKIND.NS,09-03-2024,08-05-2024,07-02-2025,-1.44,-1.44,-1.44,"Axis Group purchased 196875 shares of Mankind Pharma Ltd. in their AXIS MUTUAL FUND fund on NSE for the price of 2107.35 . This was a Block deal and after this purchase, the stock showed -1.44% growth in 1 month, -1.44% growth in 3 months and -1.44% growth in 1 year."
